X,Y,GID,Extern ID,Straat,Plaats,Categorie,Subcategori,Status,Uitv.datum,Uitv.tijd,Verw.tijd
6.1110824376051,52.0512042352189,15771,,BURGEMEESTER WILLEMSESTRAAT,,Watergeven 2026,,niet verwerkt,,,0
6.13320368991278,52.2004000549279,15772,,DEVENTERWEG,,Watergeven 2026,,niet verwerkt,,,0
6.13318044310143,52.200351528808,15773,,DEVENTERWEG,,Watergeven 2026,,niet verwerkt,,,0
6.12926998675187,52.1905570220729,15774,,DEVENTERWEG,,Watergeven 2026,,niet verwerkt,,,0
6.32111451717983,52.0061902850497,15775,,HUMMELOSEWEG,,Watergeven 2026,,niet verwerkt,,,0
6.32046402956942,52.0060682248322,15776,,HUMMELOSEWEG,,Watergeven 2026,,niet verwerkt,,,0
6.31658570002539,52.0057245829596,15777,,HUMMELOSEWEG,,Watergeven 2026,,niet verwerkt,,,0
6.30705167421762,52.005067631242,15778,,HUMMELOSEWEG,,Watergeven 2026,,niet verwerkt,,,0
6.20328821602295,52.1581793472809,15779,,IJSLANDSESTRAAT,,Watergeven 2026,,niet verwerkt,,,0
6.04503479781706,52.1501569305701,15780,,KLARENBEEKSEWEG,,Watergeven 2026,,niet verwerkt,,,0
6.04516984802857,52.1503374805376,15781,,KLARENBEEKSEWEG,,Watergeven 2026,,niet verwerkt,,,0
6.1245220845161,52.2143166742039,15782,,KNIBBELALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.15040079551341,52.0111196381329,15783,,KRAAKSELAAN,,Watergeven 2026,,niet verwerkt,,,0
6.23145836605388,52.1228898695415,15784,,LANSINKWEG,,Watergeven 2026,,niet verwerkt,,,0
6.24473175360047,52.143181677612,15785,,LOCHEMSEWEG,,Watergeven 2026,,niet verwerkt,,,0
6.13468841958618,52.2161469874504,15786,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13511757302897,52.2162110779561,15787,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13452480483611,52.216125623928,15788,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13524095464377,52.2162373714702,15789,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.14004099119804,52.2171048843708,15790,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13990419853814,52.2170802346833,15791,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.25495859693786,52.1264278045251,15792,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.25651240322438,52.1276315813078,15793,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.25359544053235,52.1256713710491,15794,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.26048594709018,52.1334624798585,15795,,N319,,Watergeven 2026,,niet verwerkt,,,0
6.26062999110098,52.1334058988321,15796,,N319,,Watergeven 2026,,niet verwerkt,,,0
6.32414057893388,52.0062052034978,15797,,N330,,Watergeven 2026,,niet verwerkt,,,0
6.24502602795268,52.0045096164144,15798,,N330,,Watergeven 2026,,niet verwerkt,,,0
6.32376218351616,52.0062143579977,15799,,N330,,Watergeven 2026,,niet verwerkt,,,0
6.32842740795315,52.0061719760381,15800,,N330,,Watergeven 2026,,niet verwerkt,,,0
6.22033201438221,51.9587249153889,15801,,N815,,Watergeven 2026,,niet verwerkt,,,0
6.22031106374118,51.9591708450063,15802,,N815,,Watergeven 2026,,niet verwerkt,,,0
6.14357192060538,52.0001864601723,15803,,PARALLELWEG DEN HELDER,,Watergeven 2026,,niet verwerkt,,,0
6.14390059091261,52.0002308889973,15804,,PARALLELWEG DEN HELDER,,Watergeven 2026,,niet verwerkt,,,0
6.14368632429249,52.0001985421701,15805,,PARALLELWEG DEN HELDER,,Watergeven 2026,,niet verwerkt,,,0
6.14266444985565,52.0002225372569,15806,,PARALLELWEG DEN HELDER,,Watergeven 2026,,niet verwerkt,,,0
6.14647105087589,52.2240821952574,15807,,RIJKSSTRAATWEG,,Watergeven 2026,,niet verwerkt,,,0
6.14641472448652,52.2242021380289,15808,,RIJKSSTRAATWEG,,Watergeven 2026,,niet verwerkt,,,0
6.1461590205602,52.2247349483836,15809,,RIJKSSTRAATWEG,,Watergeven 2026,,niet verwerkt,,,0
6.08220304315766,52.2372975732823,15810,,RIJKSSTRAATWEG,,Watergeven 2026,,niet verwerkt,,,0
6.14636286844553,52.2243800525434,15811,,RIJKSSTRAATWEG,,Watergeven 2026,,niet verwerkt,,,0
6.14644959320375,52.2241364160025,15812,,RIJKSSTRAATWEG,,Watergeven 2026,,niet verwerkt,,,0
6.14625021566679,52.2245936476018,15813,,RIJKSSTRAATWEG,,Watergeven 2026,,niet verwerkt,,,0
6.14630117763813,52.2245131388158,15814,,RIJKSSTRAATWEG,,Watergeven 2026,,niet verwerkt,,,0
6.1463279997283,52.2244507033303,15815,,RIJKSSTRAATWEG,,Watergeven 2026,,niet verwerkt,,,0
6.14620998253154,52.2246642980489,15816,,RIJKSSTRAATWEG,,Watergeven 2026,,niet verwerkt,,,0
6.18304300763096,52.2347927202714,15817,,,,Watergeven 2026,,niet verwerkt,,,0
6.12750595332489,52.2407244609806,15818,,VERMEERSWEG,,Watergeven 2026,,niet verwerkt,,,0
6.12698941523056,52.2407885574734,15819,,VERMEERSWEG,,Watergeven 2026,,niet verwerkt,,,0
5.99008270833585,51.9868800417227,15820,,A348,,Watergeven 2026,,niet verwerkt,,,0
5.98756143185935,51.9855453539376,15821,,A348,,Watergeven 2026,,niet verwerkt,,,0
5.9902275476228,51.9869758469891,15822,,A348,,Watergeven 2026,,niet verwerkt,,,0
6.12455330377256,52.2412975033259,15823,,ACHTER 'T HOLTHUIS,,Watergeven 2026,,niet verwerkt,,,0
6.13227219216967,52.0664715012305,15824,,ARNHEMSESTRAAT,,Watergeven 2026,,niet verwerkt,,,0
6.13163907387254,52.0659821055775,15825,,ARNHEMSESTRAAT,,Watergeven 2026,,niet verwerkt,,,0
6.13309324255912,52.0671008120462,15826,,ARNHEMSESTRAAT,,Watergeven 2026,,niet verwerkt,,,0
6.13272737245111,52.0668220978648,15827,,ARNHEMSESTRAAT,,Watergeven 2026,,niet verwerkt,,,0
6.13436322113972,52.0680780686382,15828,,ARNHEMSESTRAAT,,Watergeven 2026,,niet verwerkt,,,0
6.13409119246185,52.0678695737762,15829,,ARNHEMSESTRAAT,,Watergeven 2026,,niet verwerkt,,,0
5.98720738026903,51.9853900782708,15830,,A348,,Watergeven 2026,,niet verwerkt,,,0
5.99080690477059,51.9872962975979,15831,,A348,,Watergeven 2026,,niet verwerkt,,,0
5.99069425199186,51.9872368327098,15832,,A348,,Watergeven 2026,,niet verwerkt,,,0
5.98950335118806,51.9865628917924,15833,,A348,,Watergeven 2026,,niet verwerkt,,,0
5.95834337547464,52.1560169761095,15834,,ARNHEMSEWEG,,Watergeven 2026,,niet verwerkt,,,0
6.17930647045069,52.235230455459,15835,,DEVENTER,,Watergeven 2026,,niet verwerkt,,,0
6.12556899833362,52.2151601737126,15836,,FLIERTWEG,,Watergeven 2026,,niet verwerkt,,,0
6.0837581877194,51.9602840941357,15837,,DOESBURGSEWEG,,Watergeven 2026,,niet verwerkt,,,0
6.15485249097808,51.9525854458383,15838,,DOETINCHEMSEWEG,,Watergeven 2026,,niet verwerkt,,,0
6.11426314753463,52.0884865353375,15839,,EERBEEKSEWEG,,Watergeven 2026,,niet verwerkt,,,0
6.03716876548873,52.1329681347669,15840,,HOOFDWEG,,Watergeven 2026,,niet verwerkt,,,0
6.03727009303249,52.1331577536705,15841,,HOOFDWEG,,Watergeven 2026,,niet verwerkt,,,0
6.30691645456292,52.0050708327845,15842,,HUMMELOSEWEG,,Watergeven 2026,,niet verwerkt,,,0
6.13584579277724,52.2163507346822,15843,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.1367784440228,52.2165281095136,15844,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.18289284498092,52.2338286955539,15845,,DEVENTERWEG,,Watergeven 2026,,niet verwerkt,,,0
6.02641461595173,52.1240078880292,15846,,HOOFDWEG,,Watergeven 2026,,niet verwerkt,,,0
6.13979024935839,52.2169855523674,15847,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.14015900839481,52.2171213174883,15848,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.1381421213241,52.2167601435543,15849,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.12485602640813,52.21459846955,15850,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.12567815995349,52.2146000039438,15851,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13570900011733,52.2163310145985,15852,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.12588818120668,52.2148084881453,15853,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13600404310926,52.216383601469,15854,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.1395450507507,52.2170141460647,15855,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13841584075433,52.2168136611331,15856,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13898983348408,52.216913903712,15857,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13868137944706,52.2168629607903,15858,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13927414763994,52.2169697765266,15859,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13940825809081,52.2169927829593,15860,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13912126172594,52.2169385534918,15861,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13885572303319,52.2168925405584,15862,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13854726899619,52.2168399542904,15863,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.13975399483316,52.2170588716097,15864,,MOLENALLEE,,Watergeven 2026,,niet verwerkt,,,0
6.2172806654468,52.1218439235581,15865,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.25008354247615,52.1244478579304,15866,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.24951810612592,52.124323137767,15867,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.2534842227345,52.1255488493765,15868,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.24947810864433,52.1243156104376,15869,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.2495586684831,52.1243326923322,15870,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.12463478054389,52.2410820504787,15871,,ACHTER 'T HOLTHUIS,,Watergeven 2026,,niet verwerkt,,,0
6.12445518788042,52.2411437657631,15872,,ACHTER 'T HOLTHUIS,,Watergeven 2026,,niet verwerkt,,,0
6.12592413947039,52.2410429102121,15873,,ACHTER 'T HOLTHUIS,,Watergeven 2026,,niet verwerkt,,,0
6.12564210664377,52.2411014552357,15874,,ACHTER 'T HOLTHUIS,,Watergeven 2026,,niet verwerkt,,,0
6.12536207964257,52.2411448305781,15875,,ACHTER 'T HOLTHUIS,,Watergeven 2026,,niet verwerkt,,,0
6.12510063253763,52.2411891270616,15876,,ACHTER 'T HOLTHUIS,,Watergeven 2026,,niet verwerkt,,,0
6.12482445436993,52.2412269672578,15877,,ACHTER 'T HOLTHUIS,,Watergeven 2026,,niet verwerkt,,,0
6.21662611293418,52.1217722288402,15878,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.25154101911436,52.1247881236334,15879,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.24818665631458,52.1240457624472,15880,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.22515960027368,52.1224302519369,15881,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.25971676205934,52.1337804863286,15882,,N319,,Watergeven 2026,,niet verwerkt,,,0
6.25936490039951,52.1338644529593,15883,,N319,,Watergeven 2026,,niet verwerkt,,,0
6.28179815542849,52.0016545103354,15884,,N330,,Watergeven 2026,,niet verwerkt,,,0
6.21672248484329,52.1216368237564,15885,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.28159542666455,52.0016621946752,15886,,N330,,Watergeven 2026,,niet verwerkt,,,0
6.2818709513783,52.0017287330833,15887,,N330,,Watergeven 2026,,niet verwerkt,,,0
6.28175293678721,52.0016932346767,15888,,N330,,Watergeven 2026,,niet verwerkt,,,0
6.37099391678145,52.193481702202,15889,,N332,,Watergeven 2026,,niet verwerkt,,,0
6.31319163423735,52.1409612221094,15890,,N346,,Watergeven 2026,,niet verwerkt,,,0
6.22365580813647,52.144974278941,15891,,N346,,Watergeven 2026,,niet verwerkt,,,0
6.21671803339967,52.1217800310723,15892,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.24848815135235,52.1240881244539,15893,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.24225264834649,52.1236190419736,15894,,N314,,Watergeven 2026,,niet verwerkt,,,0
6.2255791263221,52.1224601882649,15895,,N314,,Watergeven 2026,,niet verwerkt,,,0
